,KeywordID,KeywordLabel,DateKeywordCreated,YearKeywordCreated,TotalNumberUsed,TotalNumberIntervieweeUsing,number_of_possible_interview
2624,8014,"Częstochowa (Kielce, Poland : Ghetto)",1995-12-08,1995.0,2,2,2.0
2625,6677,United Jewish Refugee and War Relief Agencies,1995-12-08,1995.0,1,1,1.0
2626,7579,Riga-Kaiserwald (Latvia : Concentration Camp),1995-12-08,1995.0,9,4,
2627,20846,Stolp (Germany : Concentration Camp),1998-05-26,1998.0,2,1,
2628,21571,"Stolp (Pomerania, Prussia, Germany)",1998-06-23,1998.0,2,1,
2629,16427,prison malnutrition,1997-11-17,1997.0,1,1,
2630,71199,"Warsaw (Warsaw, Poland : Concentration Camp)(generic)",2005-04-08,2005.0,6,1,
2631,36107,Turkey 1939 (September 1) - 1945 (May 7),2001-01-03,2001.0,7,1,
2632,10435,anti-Jewish measures,1995-12-15,1995.0,4,4,
2633,13969,USSR 1941,1996-11-27,1996.0,7,1,1.0
2634,13970,USSR 1942,1996-11-27,1996.0,7,1,1.0
2635,16416,prison escapes,1997-11-17,1997.0,1,1,
2636,18909,transfer to Laurahütte (Poland : Concentration Camp),1998-04-05,1998.0,2,2,
2637,47266,"""Mischlinge"" prisoners",2002-08-15,2002.0,1,1,
2638,9059,collaboration,1995-12-08,1995.0,5,4,4.0
2639,34618,attitudes toward Zionism and/or Zionists,2000-10-05,2000.0,2,2,
2640,15279,ghetto barter,1997-03-14,1997.0,2,2,
2641,4650,hakhsharot,1995-12-08,1995.0,2,1,1.0
2642,14593,Italy 1945 (May 8) - 2000 (January 1),1997-01-06,1997.0,6,3,3.0
2643,16296,deportation from Lwów (Poland),1997-10-31,1997.0,1,1,
2644,12761,"Lwów (Lwów, Poland)",1996-09-26,1996.0,5,3,
2645,39491,Hygieneinstitut der Waffen-SS,2001-07-31,2001.0,5,1,
2646,45655,"Rajsko (Oświęcim, Kraków, Poland)",2002-06-13,2002.0,5,1,
2647,35627,"Rajsko (Oświęcim, Kraków, Poland: Concentration Camp)",2000-11-29,2000.0,5,1,
2648,24549,transfer to Plattling (Germany : Concentration Camp),1998-10-19,1998.0,1,1,
2649,14216,Greece 1949 (August 30) - 1967 (April 20),1996-12-06,1996.0,3,1,1.0
2650,16632,migration from Greece,1997-12-08,1997.0,1,1,
2651,24721,transfer from Kurzbach (Germany : Concentration Camp),1998-10-21,1998.0,1,1,
2652,17033,transfer to Liebenau (Germany : Concentration Camp),1997-12-22,1997.0,1,1,
2653,21292,"Plawy (Śląsk, Poland : Concentration Camp)",1998-06-09,1998.0,4,1,
2654,23906,"Rabin, Yitzchak",1998-09-28,1998.0,1,1,
2655,26946,transfer from Stuttgart (Germany : Concentration Camp)(generic),1999-05-20,1999.0,1,1,
2656,12826,Paris (France),1996-09-26,1996.0,5,2,2.0
2657,65584,post-conflict aid giver relations,2004-09-03,2004.0,1,1,
2658,37814,post-conflict hiding place visits,2001-04-19,2001.0,3,3,
2659,14133,France 1958 (September 28) - 2000 (January 1),1996-12-05,1996.0,8,2,2.0
2660,17362,deportation from Bilky (Czechoslovakia),1998-03-26,1998.0,1,1,
2661,17423,deportation to Berehovo (Czechoslovakia : Ghetto),1998-03-26,1998.0,1,1,
2662,10701,ghetto executions,1996-01-18,1996.0,2,2,2.0
2663,15372,resistance fighter capture,1997-03-21,1997.0,3,3,
2664,30454,Arrow Cross,2000-02-18,2000.0,1,1,
2665,1035,Arrow Cross members,1995-12-08,1995.0,1,1,1.0
2666,64352,deportation from Târgu Mures (Romania),2004-07-27,2004.0,2,1,
2667,48911,deportation Jewish prayers,2002-10-14,2002.0,5,5,
2668,52357,Yugoslav camp guards,2003-01-29,2003.0,3,3,
2669,27419,deportation from Nové Zámky (Czechoslovakia: Ghetto),1999-07-02,1999.0,1,1,
2670,29478,transfer from Graslitz (Czechoslovakia : Concentration Camp),1999-12-07,1999.0,1,1,
2671,12589,"Bratislava (Slovakia, Czechoslovakia)",1996-09-26,1996.0,2,2,2.0
2672,25530,"Bratislava-Patrónka (Slovakia, Czechoslovakia : Concentration Camp)",1998-11-10,1998.0,1,1,
2673,16304,deportation from Bratislava (Czechoslovakia),1997-10-31,1997.0,3,3,
2674,50309,"Krasucki, Henri",2002-11-20,2002.0,1,1,
2675,16853,deportation from Dej (Romania : Ghetto),1997-12-16,1997.0,1,1,
2676,14619,United Kingdom 1945 (May 8) - 2000 (January 1),1997-01-06,1997.0,50,3,3.0
2677,42435,"transfer to Kaufering, Lager VIII (Germany: Concentration Camp)",2002-02-04,2002.0,2,2,
2678,22000,deportation from Svalava (Czechoslovakia),1998-07-10,1998.0,2,2,
2679,20818,"Krosniewice (Warsaw, Poland)",1998-05-26,1998.0,2,1,
2680,42093,camp hospitals (stills),2002-01-23,2002.0,1,1,
2681,58391,transfer to Konigshutte (Poland : Cocentration Camp),2003-09-16,2003.0,1,1,
2682,26304,Austrian forced labor civilian supervisors,1999-01-15,1999.0,2,2,
2683,15421,attitudes toward Russia and/or Russians,1997-03-25,1997.0,2,2,2.0
2684,15952,1950s documents and artifacts (stills),1997-07-11,1997.0,1,1,
2685,29445,"Hering, August",1999-12-03,1999.0,1,1,
2686,10865,Holocaust indifference/ignorance,1996-01-26,1996.0,6,6,
2687,16401,prison intake procedures,1997-11-14,1997.0,1,1,
2688,41353,Czechoslovakian Red Cross,2001-12-17,2001.0,2,2,
2689,57811,transfer to Chemnitz-Astrawerke (Germany : Concentration Camp),2003-08-13,2003.0,1,1,
2690,58539,Trank Trial (Israel),2003-09-23,2003.0,1,1,
2691,30813,transfer from Breslau (Germany : Concentration Camp)(generic),2000-03-09,2000.0,1,1,
2692,14120,Austria 1955 (May 15) - 2000 (January 1),1996-12-04,1996.0,14,1,1.0
2693,42376,post-conflict liberator-survivor encounters,2002-02-01,2002.0,2,2,
2694,20282,transfer from Mielec (Poland : Concentration Camp),1998-05-04,1998.0,2,2,
2695,43751,Austrian civilian laborers,2002-03-29,2002.0,1,1,
2696,32738,"Backon, Yehuda",2000-07-16,2000.0,1,1,
2697,24591,Israeli soldiers,1998-10-20,1998.0,1,1,
2698,12783,Miskolc (Hungary),1996-09-26,1996.0,2,2,2.0
2699,44831,"deportation from Jánosháza (Vas, Hungary : Ghetto)",2002-05-14,2002.0,1,1,
2700,44830,"Jánosháza (Vas, Hungary : Ghetto)",2002-05-14,2002.0,1,1,
2701,29005,"Jánosháza (Vas, Hungary)",1999-11-04,1999.0,1,1,
2702,7692,Neustadt bei Coburg (Germany : Concentration Camp),1995-12-08,1995.0,3,2,2.0
2703,10591,Simhat Torah,1996-01-08,1996.0,2,2,2.0
2704,69898,deportation from Zalakomár (Hungary),2005-02-14,2005.0,1,1,
2705,26659,deportation from Békéscsaba (Hungary : Ghetto),1999-04-08,1999.0,3,3,
2706,15382,resistance group military operations,1997-03-21,1997.0,1,1,1.0
2707,16981,transfer to Dernau (Germany : Concentration Camp),1997-12-21,1997.0,3,3,
2708,13857,ghetto punishments,1996-11-14,1996.0,2,2,2.0
2709,31397,Allied prisoners of war,2000-04-07,2000.0,2,2,
2710,16303,deportation from Brussels (Belgium),1997-10-31,1997.0,1,1,
2711,16809,deportation to Mechelen (Belgium : Concentration Camp),1997-12-14,1997.0,1,1,
2712,11477,Mechelen (Belgium : Concentration Camp),1996-02-08,1996.0,3,3,
2713,12773,Mechlin (Belgium),1996-09-26,1996.0,4,4,
2714,53476,camp Christian religious texts,2003-03-06,2003.0,1,1,
2715,26587,Greek soldiers,1999-03-25,1999.0,1,1,
2716,42815,transfer from Starachowice-Julag II (Poland : Concentration Camp),2002-02-22,2002.0,2,2,
2717,15879,1930 photographs (stills),1997-07-10,1997.0,5,3,
2718,33069,Jewish camp police,2000-07-26,2000.0,3,3,
2719,33796,"Chrastava (Liberec, Bohemia, Czechoslovakia)",2000-08-28,2000.0,4,4,
2720,7829,"Kratzau (Bohemia, Czechoslovakia : Concentration Camp)(generic)",1995-12-08,1995.0,3,3,3.0
2721,12601,Brussels (Belgium),1996-09-26,1996.0,2,2,2.0
2722,31970,deportation from Mechlin (Belgium),2000-05-18,2000.0,1,1,
2723,43285,transfer to Loslau (Poland : Concentration Camp)(generic),2002-03-08,2002.0,4,4,
2724,30103,transfer from Lissa (Poland : Concentration Camp),2000-01-27,2000.0,1,1,
2725,29124,"transfer from Pawiak (Warsaw, Poland : Prison)",1999-11-10,1999.0,1,1,
2726,62928,"Baer, Richard",2004-06-04,2004.0,1,1,
2727,35546,"Berga (Thuringia, Germany)",2000-11-22,2000.0,1,1,
2728,20941,Berga/Elster (Germany : Concentration Camp),1998-05-27,1998.0,1,1,
2729,7687,Magdeburg (Germany : Concentration Camp)(generic),1995-12-08,1995.0,1,1,1.0
2730,12764,"Magdeburg (Saxony, Prussia, Germany)",1996-09-26,1996.0,2,2,2.0
2731,62014,camp Jewish education,2004-04-28,2004.0,2,2,
2732,6213,Jewish Brigade Group,1995-12-08,1995.0,2,2,2.0
2733,15592,Arab-Israeli War (1973),1997-04-02,1997.0,1,1,1.0
2734,11610,Zillerthal-Erdmannsdorf (Germany : Concentration Camp),1996-02-08,1996.0,3,3,
2735,52280,Zillerthal-Erdmannsdorf (Germany),2003-01-28,2003.0,3,3,
2736,26681,Kaufering Lager X (Germany : Concentration Camp),1999-04-15,1999.0,1,1,
2737,26696,transfer to Kaufering-Lager X Utting (Germany : Concentration Camp),1999-04-19,1999.0,1,1,
2738,15793,Hungarian history,1997-06-19,1997.0,2,2,
2739,28006,"Lulay, László",1999-08-26,1999.0,1,1,
2740,27998,"Novak, Franz",1999-08-26,1999.0,1,1,
2741,16047,1990 documents and artifacts (stills),1997-07-11,1997.0,1,1,
2742,16004,1947 documents and artifacts (stills),1997-07-11,1997.0,2,2,
2743,33561,birth certificates (stills),2000-08-17,2000.0,1,1,
2744,49019,transfer from Backa Topola (Yugoslavia : Concentration Camp),2002-10-15,2002.0,1,1,
2745,26747,Yugoslav soldiers,1999-04-22,1999.0,3,3,
2746,60203,"July Plot (July 20, 1944)",2004-01-09,2004.0,2,2,
2747,66369,transfer to (u)Stutgarten (Germany : Concentration Camp),2004-09-29,2004.0,1,1,
2748,55105,gender deceptions,2003-04-17,2003.0,3,3,
2749,67279,Volksdeutsche camp personnel,2004-10-27,2004.0,4,4,
2750,16476,transfer from Augsburg (Germany : Concentration Camp)(generic),1997-11-19,1997.0,1,1,
2751,47277,trial verdicts,2002-08-15,2002.0,3,3,
2752,26153,"transfer from Dąbrowa Górnicza (Kielce, Poland : Ghetto)",1998-12-17,1998.0,1,1,
2753,28886,transfer to Sosnowiec (Poland : Ghetto),1999-10-28,1999.0,1,1,
2754,16185,resistance,1997-07-21,1997.0,6,6,
2755,30969,aid giver sexual assaults,2000-03-19,2000.0,1,1,
2756,55435,transfer to Neu-Rohlau (Czechoslovakia : Concentration Camp),2003-04-29,2003.0,1,1,
2757,80250,fear,2014-04-10,2014.0,42,31,
2758,13157,"Treblinka II (Lublin, Poland : Death Camp)",1996-10-21,1996.0,1,1,1.0
2759,32266,"Rozenblat, Leon",2000-06-07,2000.0,2,1,
2760,19683,"Szebnie (Kraków, Poland : Concentration Camp)",1998-04-13,1998.0,9,3,
2761,19483,"Szebnie (Kraków, Poland)",1998-04-09,1998.0,9,3,
2762,28908,"deportation from Lučenec (Slovakia, Czechoslovakia : Ghetto)",1999-10-29,1999.0,2,2,
2763,17078,forced labor battalion social relations,1998-01-05,1998.0,3,3,
2764,14785,funerals,1997-01-17,1997.0,1,1,1.0
2765,36971,"Jiřetín (Varnsdorf, Bohemia, Czechoslovakia)",2001-02-14,2001.0,1,1,
2766,12149,"Sankt Georgenthal (Bohemia, Czechoslovakia : Concentration Camp)",1996-05-03,1996.0,1,1,1.0
2767,22387,transfer from Gebhardsdorf (Germany : Concentration Camp),1998-08-06,1998.0,1,1,
2768,4435,looting,1995-12-08,1995.0,7,7,7.0
2769,31521,Axis defeat civilian response,2000-04-13,2000.0,3,2,
2770,29106,transfer to Gelsenberg-Benzin AG (Germany : Concentration Camp),1999-11-08,1999.0,2,2,
2771,9667,anti-Jewish economic measures,1995-12-08,1995.0,1,1,1.0
2772,30682,b'nai mitzvah,2000-03-02,2000.0,4,4,
2773,50879,"Fischer, Horst",2002-12-09,2002.0,3,2,
2774,29839,ghetto children,2000-01-07,2000.0,2,2,
2775,21293,transfer to Plawy (Poland : Concentration Camp),1998-06-09,1998.0,1,1,
2776,23286,forced march childbearing,1998-09-08,1998.0,1,1,
2777,4632,Deutsche Ausrüstungswerke,1995-12-08,1995.0,10,6,6.0
2778,39590,Radomsk Hasidism,2001-08-08,2001.0,2,1,
2779,47395,Radomsk Rebbes,2002-08-21,2002.0,1,1,
2780,12441,Hasidism,1996-07-26,1996.0,3,2,2.0
2781,16665,migration to the United Kingdom,1997-12-08,1997.0,2,2,
2782,15902,1953 photographs (stills),1997-07-10,1997.0,1,1,
2783,16735,transfer from Rothschwaige (Germany : Concentration Camp),1997-12-10,1997.0,1,1,
2784,17325,deportation from Balassagyarmat (Hungary : Ghetto),1998-03-25,1998.0,2,2,
2785,44503,transfer from Neustadt bei Coburg (Germany : Concentration Camp),2002-04-24,2002.0,1,1,
2786,45647,transfer to Hamburg-Freihafen (Germany : Concentration Camp),2002-06-13,2002.0,6,5,
2787,30471,"deportation from Bardejov (Slovakia, Czechoslovakia)",2000-02-22,2000.0,1,1,
2788,27644,Italian forced labor civilian supervisors,1999-07-19,1999.0,1,1,
2789,39576,"Vrba, Rudolf",2001-08-08,2001.0,7,5,
2790,39574,"Wetzler, Alfred",2001-08-08,2001.0,7,5,
2791,15480,British internment camps (generic),1997-03-27,1997.0,1,1,1.0
2792,36480,British Mandate Palestine immigration attempts,2001-01-18,2001.0,1,1,
2793,14023,Cyprus 1945 (May 8) - 1949 (February 10),1996-12-02,1996.0,2,1,1.0
2794,28493,deportation to Cyprus,1999-10-04,1999.0,1,1,
2795,16547,migration from France,1997-11-30,1997.0,3,3,
2796,24154,migration from Cyprus,1998-10-08,1998.0,1,1,
2797,14074,Australia 1948 (May 14) - 1975 (November 10),1996-12-03,1996.0,2,2,2.0
2798,26396,Johan De Witt (Ship),1999-02-12,1999.0,1,1,
2799,36269,Surriento (Ship),2001-01-09,2001.0,1,1,
2800,68261,Goeth Trial (Poland),2004-12-03,2004.0,1,1,
2801,4520,United Nations Relief and Rehabilitation Administration,1995-12-08,1995.0,2,2,2.0
2802,17814,deportation from Starachowice (Poland : Ghetto),1998-03-29,1998.0,1,1,
2803,14793,"Starachowice (Kielce, Poland : Ghetto)",1997-01-21,1997.0,1,1,1.0
2804,16343,transfer from Skarzysko-Kamienna (Poland : Concentration Camp),1997-11-05,1997.0,1,1,
2805,29119,civilian awards,1999-11-10,1999.0,1,1,
2806,7233,Belsen (Germany : DP Camp),1995-12-08,1995.0,1,1,1.0
2807,35948,transfer from Ober Lazisk - Cieszynska Street (Poland : Concentration Camp),2000-12-13,2000.0,2,2,
2808,42065,Jewish religious observances (stills),2002-01-23,2002.0,1,1,
2809,23903,"Klarsfeld, Serge",1998-09-28,1998.0,2,2,
2810,33671,B'nai Akiva,2000-08-23,2000.0,2,2,
2811,33634,counterfeiting forced labor,2000-08-21,2000.0,1,1,
2812,14632,USSR 1939 (September 1) - 1945 (May 7),1997-01-06,1997.0,1,1,1.0
2813,16371,transfer from Tschenstochau (Poland : Concentration Camp)(generic),1997-11-12,1997.0,1,1,
2814,71847,resistance group money acquisition,2005-05-04,2005.0,1,1,
2815,65059,Croatian prisoners,2004-08-18,2004.0,2,2,
2816,14242,Czechoslovakia 1948 (February 20) - 1968 (August 19),1996-12-09,1996.0,2,1,1.0
2817,39573,"Mordowicz, Czeslaw",2001-08-08,2001.0,3,2,
2818,16683,flight to Czechoslovakia,1997-12-09,1997.0,3,2,
2819,8077,Oradea (Romania : Ghetto),1995-12-08,1995.0,7,3,3.0
2820,12811,Oradea (Romania),1996-09-26,1996.0,7,3,
2821,3361,(PIQ) Israel,1995-12-08,1995.0,2,1,1.0
2822,9466,Jewish Federations (generic),1995-12-08,1995.0,1,1,1.0
2823,61891,"Karbyshev, Dmitry Mikhailovich",2004-04-23,2004.0,1,1,
2824,7835,Oberwüstegiersdorf (Germany : Concentration Camp),1995-12-08,1995.0,2,2,
2825,21513,deportation suicides,1998-06-17,1998.0,4,4,
2826,43483,attitudes toward communism and/or communists,2002-03-15,2002.0,2,2,
2827,26400,transfer from Landshut (Germany : Concentration Camp),1999-02-16,1999.0,1,1,
2828,7621,"Lagischa (Kielce, Poland : Concentration Camp)",1995-12-08,1995.0,2,2,2.0
2829,14102,Canada 1948 (May 14) - 1982 (April 16),1996-12-03,1996.0,4,2,2.0
2830,37172,refugee camp procedures,2001-02-26,2001.0,1,1,
2831,47535,Jehovah's Witness religious observances,2002-08-26,2002.0,1,1,
2832,15881,1932 photographs (stills),1997-07-10,1997.0,1,1,
2833,15885,1936 photographs (stills),1997-07-10,1997.0,2,1,
2834,7614,Günthergrube (Germany : Concentration Camp),1995-12-08,1995.0,5,2,
2835,71311,transfer to Günthergrube (Germany : Concentration Camp),2005-04-13,2005.0,2,2,
2836,18690,Lieberose (Germany : Concentration Camp),1998-04-02,1998.0,5,3,
2837,41867,deportation covert communications,2002-01-15,2002.0,1,1,
2838,35296,transfer from Markkleeberg (Germany : Concentration Camp),2000-11-13,2000.0,1,1,
2839,13978,USSR 1964 (October 15) -1985 (March 10),1996-11-27,1996.0,6,1,1.0
2840,14282,ghetto covert movement,1996-12-09,1996.0,1,1,1.0
2841,79663,transfer to Tomaszów Mazowiecki (Poland : Ghetto),2012-08-28,2012.0,1,1,
2842,33017,Óbuda (Hungary : Deportation Center),2000-07-25,2000.0,1,1,
2843,32541,transfer to Hamburg-Eidelstedt (Germany : Concentration Camp),2000-07-07,2000.0,1,1,
2844,8064,Miskolc (Hungary : Ghetto),1995-12-08,1995.0,1,1,1.0
2845,61150,ghetto inhabitants (stills),2004-03-24,2004.0,2,2,
2846,13644,"Nowy Sącz (Kraków, Poland)",1996-11-05,1996.0,1,1,1.0
2847,14956,refugee reception centers,1997-02-04,1997.0,1,1,1.0
2848,20597,"Halle (Saxony, Prussia, Germany)",1998-05-14,1998.0,1,1,
2849,14018,Israel 1989 (January 1) - 2003 (December 31),1996-12-02,1996.0,3,2,2.0
2850,2493,neo-Nazis,1995-12-08,1995.0,1,1,1.0
2851,38872,deportation from Bohdan (Czechoslovakia),2001-06-24,2001.0,1,1,
2852,17837,Zschopau (Germany : Concentration Camp),1998-03-30,1998.0,2,2,
2853,50256,Zschopau (Germany),2002-11-19,2002.0,2,2,
2854,18972,Hambühren (Germany : Concentration Camp),1998-04-06,1998.0,4,2,
2855,62828,Hambühren (Germany),2004-06-02,2004.0,4,2,
2856,20807,"Groden (Pomorze, Poland : Concentration Camp)",1998-05-22,1998.0,5,1,
2857,20808,transfer to Groden (Poland : Concentration Camp),1998-05-22,1998.0,1,1,
2858,20809,transfer from Groden (Poland : Concentration Camp),1998-05-22,1998.0,3,1,
2859,16612,migration to Canada,1997-12-08,1997.0,3,3,
2860,18552,transfer to Lauenburg (Germany : Concentration Camp),1998-04-01,1998.0,1,1,
2861,16939,deportation from Warsaw (Poland),1997-12-16,1997.0,1,1,
2862,35949,deportation from Sárbogárd (Hungary : Ghetto),2000-12-13,2000.0,1,1,
2863,29022,"Peterswaldau (Breslau, Lower Silesia, Prussia, Germany)",1999-11-04,1999.0,5,3,
2864,11508,Peterswaldau (Germany : Concentration Camp),1996-02-08,1996.0,5,3,
2865,17009,transfer to Gusen (Austria : Concentration Camp),1997-12-22,1997.0,2,2,
2866,40452,"Ober Hohenelbe (Bohemia, Czechoslovakia : Concentration Camp)",2001-11-16,2001.0,13,1,
2867,48354,"Vrchlabí (Bohemia, Czechoslovakia)",2002-09-24,2002.0,13,1,
2868,19925,transfer from Nováky (Czechoslovakia : Concentration Camp),1998-04-21,1998.0,2,2,
2869,16083,deportation to Mukacevo (Czechoslovakia : Ghetto),1997-07-18,1997.0,1,1,
2870,47531,post-liberation trial reflections,2002-08-26,2002.0,1,1,
2871,72924,"Husseini, Muhammed Amin al-",2005-06-24,2005.0,2,2,
2872,47539,Dutch prisoners of war,2002-08-26,2002.0,1,1,
2873,30489,Greek prisoners of war,2000-02-23,2000.0,2,2,
2874,26375,Italian refugee camps (generic),1999-02-09,1999.0,1,1,
2875,28524,Danish Red Cross,1999-10-06,1999.0,1,1,
2876,22696,foster families,1998-08-21,1998.0,1,1,
2877,11377,"Bernsdorf (Bohemia, Czechoslovakia : Concentration Camp)",1996-02-08,1996.0,2,1,1.0
2878,29465,deportation food sharing,1999-12-06,1999.0,1,1,
2879,30311,Bremen (Germany : State),2000-02-11,2000.0,1,1,
2880,33117,deportation from Alsósima (Hungary : Ghetto),2000-07-27,2000.0,1,1,
2881,23823,Watenstedt (Germany : Concentration Camp)(generic),1998-09-25,1998.0,2,2,
2882,7599,"Althammer (Śląsk, Poland : Concentration Camp)",1995-12-08,1995.0,3,3,
2883,26434,transfer from Lippstadt (Germany : Concentration Camp),1999-03-01,1999.0,1,1,
2884,71071,solitary confinement,2005-03-30,2005.0,3,3,
2885,6700,youth organizations,1995-12-08,1995.0,1,1,1.0
2886,28693,"transfer from STALAG VIII B (Lamsdorf, Germany : POW Camp)",1999-10-19,1999.0,2,1,
2887,57522,transfer to (u)Kulmhof (Poland : POW Camp),2003-07-31,2003.0,2,1,
2888,35593,shipyard forced labor,2000-11-27,2000.0,3,3,
2889,17775,deportation from Gostynin (Poland : Ghetto),1998-03-27,1998.0,1,1,
2890,6392,American Jewish Joint Distribution Committee (JDC),1995-12-08,1995.0,2,2,2.0
2891,22612,transfer to Schippenbeil (Germany : Concentration Camp),1998-08-19,1998.0,1,1,
2892,36887,attitudes toward American Jewry,2001-02-09,2001.0,3,3,
2893,42746,"deportation to Będzin (Kielce, Poland : Ghetto)",2002-02-19,2002.0,1,1,
2894,4838,ghetto escapes,1995-12-08,1995.0,1,1,1.0
2895,14743,ghetto Appell,1997-01-15,1997.0,2,2,2.0
2896,53790,Arab prisoners of war,2003-03-13,2003.0,1,1,
2897,22252,forced labor battalion-related aid giving,1998-07-24,1998.0,2,2,
2898,53789,religious conversion discussions,2003-03-13,2003.0,1,1,
2899,13848,ghetto currency,1996-11-14,1996.0,1,1,1.0
2900,8185,Bitburg (Germany),1995-12-08,1995.0,2,1,1.0
2901,13934,Federal Republic of Germany 1961 (August 13) - 1990 (October 2),1996-11-21,1996.0,28,4,
2902,26617,"Reagan, Ronald Wilson",1999-03-26,1999.0,1,1,
2903,49755,deportation from Ceheiu (Romania : Ghetto),2002-11-08,2002.0,6,4,
2904,35302,"Bohumín (Moravia-Silesia, Czechoslovakia)",2000-11-13,2000.0,1,1,
2905,11491,"Oderberg (Moravia-Silesia, Czechoslovakia : Concentration Camp)",1996-02-08,1996.0,1,1,1.0
2906,31520,"Gertler, David",2000-04-12,2000.0,1,1,
2907,54657,deportation from Kecskemét (Hungary : Ghetto),2003-04-01,2003.0,2,2,
2908,12712,Kecskemét (Hungary),1996-09-26,1996.0,1,1,1.0
2909,19378,deportation from Tacovo (Czechoslovakia),1998-04-08,1998.0,2,2,
2910,31922,Bunzlau (Germany : Concentration Camp)(generic),2000-05-15,2000.0,1,1,
2911,38577,Bunzlau (Germany),2001-06-01,2001.0,1,1,
2912,7863,Gusen (Austria : Concentration Camp),1995-12-08,1995.0,1,1,1.0
2913,13435,Jerusalem (Israel),1996-10-31,1996.0,1,1,1.0
2914,40571,Serbian civilian laborers,2001-11-20,2001.0,1,1,
2915,20612,Siegmar-Schönau (Germany : Concentration Camp),1998-05-15,1998.0,1,1,
2916,27708,"Myslowice (Śląsk, Poland)",1999-07-26,1999.0,4,1,
2917,7625,"Myslowitz (Śląsk, Poland : Concentration Camp)",1995-12-08,1995.0,4,1,1.0
2918,18979,Wilischthal (Germany : Concentration Camp),1998-04-06,1998.0,3,2,
2919,70006,live burials,2005-02-18,2005.0,1,1,
2920,28589,transfer to Glöwen (Germany : Concentration Camp),1999-10-12,1999.0,1,1,
2921,26748,transfer infestations,1999-04-22,1999.0,1,1,
2922,25594,Czechoslovakian armed forces,1998-11-12,1998.0,2,1,
2923,22750,"Benes, Edvard",1998-08-25,1998.0,1,1,
2924,14310,Romania 1947 (December 30) - 1949 (March 3),1996-12-11,1996.0,3,1,1.0
2925,10189,work permits,1995-12-08,1995.0,3,3,3.0
2926,14266,smuggling,1996-12-09,1996.0,3,3,3.0
2927,24971,Tirschenreuth (Germany : DP Camp)(generic),1998-10-28,1998.0,1,1,
2928,41436,Tirschenreuth (Germany),2001-12-19,2001.0,1,1,
2929,83415,threats,2017-06-01,2017.0,1,1,
2930,8040,"Kaunas (Kaunas, Lithuania : Ghetto)",1995-12-08,1995.0,1,1,1.0
2931,12710,"Kaunas (Kaunas, Lithuania)",1996-09-26,1996.0,1,1,1.0
2932,22054,"Niwka (Będzin, Kielce, Poland)",1998-07-13,1998.0,2,1,
2933,13900,Denmark 1945 (May 8) - 1948 (April 3),1996-11-20,1996.0,2,1,1.0
2934,31488,"Zwoleń (Kielce, Poland)",2000-04-12,2000.0,5,1,
2935,66844,deportation from Obava (Czechoslovakia),2004-10-13,2004.0,1,1,
2936,17465,"Podhorany (Podkarpatska Rus, Czechoslovakia)",1998-03-26,1998.0,1,1,
2937,35652,deportation from Levice (Czechoslovakia : Ghetto),2000-11-30,2000.0,1,1,
2938,10727,Vistula River (Europe),1996-01-19,1996.0,1,1,1.0
2939,26565,transfer to Frankfurt/Oder (Germany : Concentration Camp),1999-03-23,1999.0,1,1,
2940,15509,refugee camp housing conditions,1997-03-31,1997.0,1,1,1.0
2941,15870,1921 photographs (stills),1997-07-10,1997.0,1,1,1.0
2942,61155,shoes,2004-03-24,2004.0,13,11,
2943,16428,prison mass executions,1997-11-17,1997.0,1,1,1.0
2944,16086,deportation to Salonika (Greece : Ghetto),1997-07-18,1997.0,1,1,1.0
2945,15846,1970s photographs (stills),1997-07-10,1997.0,2,2,2.0
2946,63008,transfer to Garstein (Austria : Concentration Camp),2004-06-09,2004.0,1,1,
2947,30493,transfer from Berlin (Germany : Concentration Camp)(generic),2000-02-23,2000.0,1,1,
2948,52662,transfer from Pécs (Hungary : Ghetto),2003-02-07,2003.0,1,1,
2949,49292,Spanish civil war veteran prisoners,2002-10-23,2002.0,1,1,
2950,28697,Hungarian refugees,1999-10-19,1999.0,1,1,
2951,46319,military uniforms,2002-07-24,2002.0,6,6,
2952,19998,"Giraltovce (Slovakia, Czechoslovakia)",1998-04-22,1998.0,2,1,
2953,38862,deportation from Giraltovce (Czechoslovakia),2001-06-21,2001.0,1,1,
2954,26411,transfer from Allendorf (Germany : Concentration Camp),1999-02-17,1999.0,1,1,
2955,13093,Netherlands 1945 (January 1 - May 7),1996-10-16,1996.0,3,2,2.0
2956,80474,desensitization,2014-09-12,2014.0,30,18,
2957,15788,Czechoslovak history,1997-06-19,1997.0,2,2,
2958,40514,transfer from Trzebinia (Poland : Ghetto),2001-11-19,2001.0,1,1,
2959,77421,Block 20 (Auschwitz I),2005-12-07,2005.0,1,1,
2960,13389,"Bustino (Podkarpatska Rus, Czechoslovakia)",1996-10-30,1996.0,1,1,1.0
2961,17249,forced march betrayals,1998-03-19,1998.0,2,2,
2962,16060,American displaced persons camps (generic),1997-07-16,1997.0,1,1,1.0
2963,13371,"Tomaszów Mazowiecki (Łódź, Poland)",1996-10-30,1996.0,3,2,
2964,15656,family homes,1997-04-04,1997.0,3,3,
2965,69583,transfer from Lenzingen (Poland : Concentration Camp),2005-02-01,2005.0,1,1,
2966,46501,transfer from Fossoli (Italy : Concentration Camp),2002-07-30,2002.0,2,2,
2967,39399,child abuse,2001-07-25,2001.0,1,1,
