,KeywordID,KeywordLabel,test_stat,p_value,Czechoslovakia (historical),Austria-Hungary (historical),Netherlands,Hungary,Poland,Russia,Romania,France,Italy,Greece,Germany,Ottoman Empire (historical),Belgium,Austria,Union of Soviet Socialist Republics (historical),Lithuania,Danzig (Free City Territory) (historical),Yugoslavia (historical),Sweden,Peru,Bulgaria,Tunisia,Australia,United States of America,Palestine (historical),Algeria,United Kingdom,Switzerland,Turkey,Brazil,Argentina,Morocco
1862,35291,"Radom (Kielce, Poland : Concentration Camp)(generic)",17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1145,17832,Ahlem (Germany),17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2290,60622,transfer from Bogusze (Poland : Concentration Camp),17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717,15939,1990 photographs (stills),17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1134,17486,deportation from Brzeziny (Poland : Ghetto),17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1536,26755,transfer from Natzweiler (France : Concentration Camp),17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,15289,ghetto childcare,17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1911,37433,France 1940 (May 10) - 1944 (August 25),17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,14653,"MiechÃ_w (MiechÃ_w, Kielce, Poland : Ghetto)",17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1834,34185,transfer from TomaszÃ_w Mazowiecki (Poland : Ghetto),17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1172,18637,deportation to Ostrowiec (Poland : Ghetto),17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2381,75500,Natzwiller (France),17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2359,73247,transfer to Zwickau (Germany : Concentration Camp),17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,14908,Swiss police and security forces,17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1935,37954,transfer to Hannover-Limmer (Germany : Concentration Camp),17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1812,33080,"KÃ¶nigsberg (East Prussia, Prussia, Germany)",17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2232,52358,Danish civilian laborers,17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2387,7571,Natzweiler (France : Concentration Camp),17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1351,22468,General C.H. Muir (Ship),17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2220,50721,resistance group enemy soldier capture,17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1640,28656,Silesia (Europe : Region),17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
966,16637,migration to Italy,17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1647,28818,military and police uniforms artifacts (stills),17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2486,80404,strangulations,17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1741,31192,Kalmyk soldiers,17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,16358,Jewish identity exposure methods,17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
924,16551,flight from Germany,17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2513,8509,"San Francisco (California, USA)",17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,13266,Sweden 1942,17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,40346,JÃ_discher Pfadfinderbund,17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910,16531,transfer from Leitmeritz (Czechoslovakia : Concentration Camp),17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1317,21728,attitudes toward Switzerland and/or the Swiss,17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2078,41989,transfer from Pithiviers (France : Concentration Camp),17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1330,22229,"Schuschnigg, Kurt von",17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1332,22251,collaboration suspicions,17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2074,41882,transfer from Hinterwalden (Poland : Concentration Camp),17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
886,16499,transfer from FÃ_nfteichen (Germany : Concentration Camp),17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1682,29750,Julius Madritsch (firm),17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1362,22809,French resistance fighters,17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,10170,war criminals,17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2064,41503,ghettos (stills),17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1710,30360,transfer to KÃ¶nigsberg (Germany : Concentration Camp),17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1709,30265,"transfer to Kaufering, Lager XI (Germany : Concentration Camp)",17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1690,29888,"MiechÃ_w (MiechÃ_w, Kielce, Poland)",17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2469,7918,"KÃ¶nigsberg (East Prussia, Prussia, Germany : Concentration Camp)",17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1390,23759,Breslau (Germany : Concentration Camp)(generic),17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1513,26634,"ZarÄ™by KoÅ›cielne (BiaÅ‚ystok, Poland)",17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1247,20189,deportation from Konin (Poland),17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1040,16983,transfer to Dresden (Germany : Concentration Camp),17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2201,48652,resistance activity exposure,17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,39392,transfer from AndrzejÃ_w (Poland : Concentration Camp),17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,39395,transfer to Hailfingen (Germany : Concentration Camp),17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,16688,flight from Denmark,17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1257,20259,"Konin (ÅÅÃ_dÅº, Poland)",17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,11510,Pinnow (Germany : Concentration Camp),17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,19907,flight to Sweden,17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,16821,deportation to Oranienburg-Heinkelwerke (Germany : Concentration Camp),17.74685081,0.97264666,0,0,0,0,0,18.74539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1271,20660,transfer to Gelsenkirchen (Germany : Concentration Camp),17.87555843,0.971111271,1.681247937,1.132715477,0,1.405312177,0,0,3.701393095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,14238,Poland 1968 (January 1) - 1980 (August 13),18.09525813,0.968344748,1.457081545,9.81686747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,23543,transfer to Longwy-Thil (France : Concentration Camp),18.75209793,0.958919899,1.092811159,0,0,0,0,0,7.217716535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1083,17054,transfer to Taucha (Germany : Concentration Camp),18.75464657,0.95887982,0.874248927,1.47253012,6.466666667,1.82690583,0,0,3.849448819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1316,21724,transfer to DÃ¶rnhau (Germany : Concentration Camp),18.86613611,0.957099144,1.873390558,0,0,2.609865471,0,0,1.37480315,0,0,0,0,0,0,13.640625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755,16117,deportation from SÃ¡toraljaÃºjhely (Hungary : Ghetto),19.02399987,0.954485053,2.185622318,0,0,4.567264574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,15938,1989 photographs (stills),19.22237366,0.9510433,1.457081545,4.908433735,0,0,0,0,0,0,0,15.85214008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1673,2950,Christmas,19.38497042,0.948089624,1.092811159,3.681325301,0,0,0,0,0,0,0,11.88910506,6.715384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1149,18097,transfer to Liebau (Germany : Concentration Camp),19.75577903,0.940896223,1.748497854,2.945060241,12.93333333,0,0,0,0,0,0,0,5.372307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1929,37830,transfer to PÃ_rschkau (Germany : Concentration Camp),19.94330891,0.937011238,0,0,0,2.283632287,0,0,7.217716535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,16323,deportation from Kosice (Czechoslovakia : Ghetto),19.98991069,0.936019673,3.824839056,0,0,0,0,0,1.202952756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,10959,"Frank, Anne",20.22585609,0.93083806,2.185622318,3.681325301,16.16666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,12935,"Uzhorod (Podkarpatska Rus, Czechoslovakia)",20.23740272,0.930577529,4.371244635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2141,44572,Yugoslav kapos,20.81052499,0.916819332,0,4.908433735,0,3.044843049,0,0,0,0,0,15.85214008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018,16882,deportation from Sevlus (Czechoslovakia : Ghetto),21.12571811,0.908554648,1.589543504,5.354654984,0,0.830411741,0,0,1.749749463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,15587,Jewish religious object desecration,21.13638793,0.908266136,0.728540773,0,10.77777778,3.044843049,0,0,1.603937008,0,0,7.926070039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1218,19645,"Koch, Ilse",21.4613001,0.899205803,1.092811159,0,0,1.141816143,0,0,3.608858268,0,0,0,3.357692308,0,0,11.93554688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,16344,transfer from Warschau (Poland : Concentration Camp),22.45618192,0.868165878,1.457081545,0,0,0,0,0,3.207874016,20.78571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2547,9373,memorials and museums,22.94885362,0.850986702,0.874248927,0,0,1.82690583,0,3.749079755,0,0,0,0,10.74461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2066,41576,"Rose, Alma",23.26877931,0.839210929,1.457081545,0,0,0,0,0,0,0,0,15.85214008,8.953846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,16869,transfer to MÃ_nchen-Allach (Germany : Concentration Camp),23.57578202,0.827465731,0.728540773,0,0,6.089686099,0,0,0,0,0,0,4.476923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1029,16936,"deportation from Uzhorod (Podkarpatska Rus, Czechoslovakia)",23.61223606,0.826042759,4.371244635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2228,51264,attitudes toward religion,23.9677545,0.811858168,2.185622318,0,0,0,0,0,0,0,0,23.77821012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2391,75937,"Mandel, Maria",23.9677545,0.811858168,2.185622318,0,0,0,0,0,0,0,0,23.77821012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2295,61154,female soldiers,23.9677545,0.811858168,2.185622318,0,0,0,0,0,0,0,0,23.77821012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
962,16633,migration to Hungary,24.15123294,0.80432501,0.546405579,1.840662651,0,5.709080717,0,0,1.202952756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1810,32964,deportation from Ã_jpest (Hungary : Ghetto),24.409579,0.79348147,0,0,0,9.134529148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1169,18526,deportation from NyiregyhÃ¡za (Hungary : Ghetto),24.409579,0.79348147,0,0,0,9.134529148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,16856,deportation from MÃ¡tÃ©szalka (Hungary : Ghetto),24.5319821,0.788250061,3.576472883,0,0,1.660823481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,16294,deportation from Berehovo (Czechoslovakia : Ghetto),24.5944586,0.785557184,3.362495873,1.132715477,0,1.405312177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,12307,Hungarian police and security forces,24.8518185,0.774306942,0.485693848,0,0,4.059790732,0,0,4.277165354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2328,66334,"Malchow (Mecklenburg-Strelitz, Germany)",24.92718944,0.770965376,1.457081545,4.908433735,21.55555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2470,7919,Malchow (Germany : Concentration Camp),24.92718944,0.770965376,1.457081545,4.908433735,21.55555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,13973,USSR 1945 (January 1 - May 7),25.03765799,0.766030555,0,0,0,6.089686099,0,0,0,0,0,15.85214008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2055,41446,deportation children,25.66184128,0.737363753,1.092811159,0,0,2.283632287,0,0,2.405905512,0,0,0,0,0,0,23.87109375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2560,9808,police and security forces,25.68994197,0.736043712,0,0,0,0,0,0,6.415748031,0,0,15.85214008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,15483,Swiss refugee camps (generic),25.86365462,0.727831112,0,0,0,0,0,0,0,0,0,0,26.86153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,15423,attitudes toward France and/or the French,25.86365462,0.727831112,0,0,0,0,0,0,0,0,0,0,26.86153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,14297,Lithuanian camp guards,25.86365462,0.727831112,0,0,0,0,0,0,0,0,0,0,26.86153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,15313,"Allied invasion of Normandy (Jun 6, 1944)",25.86365462,0.727831112,0,0,0,0,0,0,0,0,0,0,26.86153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1942,38240,Adelboden (Switzerland),25.86365462,0.727831112,0,0,0,0,0,0,0,0,0,0,26.86153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2416,7689,Meuselwitz (Germany : Concentration Camp),25.86365462,0.727831112,0,0,0,0,0,0,0,0,0,0,26.86153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1921,37770,transfer personal property seizure,25.86365462,0.727831112,0,0,0,0,0,0,0,0,0,0,26.86153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,13175,United Kingdom 1942,25.86365462,0.727831112,0,0,0,0,0,0,0,0,0,0,26.86153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1873,35831,military documents and artifacts (stills),25.86365462,0.727831112,0,0,0,0,0,0,0,0,0,0,26.86153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1515,26644,camp political activities,25.86365462,0.727831112,0,0,0,0,0,0,0,0,0,0,26.86153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2471,79265,transfer from Paderborn (Germany : Concentration Camp)(generic),25.86365462,0.727831112,0,0,0,0,0,0,0,0,0,0,26.86153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1318,21799,"GÃ¶ring, Hermann",25.86365462,0.727831112,0,0,0,0,0,0,0,0,0,0,26.86153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2478,8008,"ChrzanÃ_w (KrakÃ_w, Poland : Ghetto)",25.86365462,0.727831112,0,0,0,0,0,0,0,0,0,0,26.86153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,16422,prison housing conditions,25.86365462,0.727831112,0,0,0,0,0,0,0,0,0,0,26.86153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1508,26609,Austro-Hungarian armed forces,25.86365462,0.727831112,0,0,0,0,0,0,0,0,0,0,26.86153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1506,26569,transfer to Ganacker (Germany : Concentration Camp),25.86365462,0.727831112,0,0,0,0,0,0,0,0,0,0,26.86153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,14574,Austria 1945 (May 8) -2000 (January 1),25.86365462,0.727831112,0,0,0,0,0,0,0,0,0,0,26.86153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320,21840,transfer to Babitz (Poland : Concentration Camp),25.86365462,0.727831112,0,0,0,0,0,0,0,0,0,0,26.86153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2517,8682,Switzerland 1944,25.86365462,0.727831112,0,0,0,0,0,0,0,0,0,0,26.86153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1861,35288,"MÃ_ller, Franz Joseph",25.86365462,0.727831112,0,0,0,0,0,0,0,0,0,0,26.86153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2510,8463,Paderborn (Germany),25.86365462,0.727831112,0,0,0,0,0,0,0,0,0,0,26.86153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2184,47155,"FÃµ Utca Prison (Budapest, Hungary : Prison)",25.86365462,0.727831112,0,0,0,0,0,0,0,0,0,0,26.86153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,16118,deportation from Riga (Latvia : Ghetto),25.86365462,0.727831112,0,0,0,0,0,0,0,0,0,0,26.86153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748,3142,English (language),25.86365462,0.727831112,0,0,0,0,0,0,0,0,0,0,26.86153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2395,7604,"Bobrek (KrakÃ_w, Poland : Concentration Camp)",25.86365462,0.727831112,0,0,0,0,0,0,0,0,0,0,26.86153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2393,7600,"Babitz (OÅ›wiÄ™cim, KrakÃ_w, Poland : Concentration Camp)",25.86365462,0.727831112,0,0,0,0,0,0,0,0,0,0,26.86153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,39238,war crimes trials (stills),25.86365462,0.727831112,0,0,0,0,0,0,0,0,0,0,26.86153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2114,42991,deportations (stills),25.86365462,0.727831112,0,0,0,0,0,0,0,0,0,0,26.86153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,13242,Switzerland 1943,25.86365462,0.727831112,0,0,0,0,0,0,0,0,0,0,26.86153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2089,42161,resistance group intelligence activities,25.86365462,0.727831112,0,0,0,0,0,0,0,0,0,0,26.86153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2187,47302,war crimes trial documents (stills),25.86365462,0.727831112,0,0,0,0,0,0,0,0,0,0,26.86153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2202,48752,cholera,25.86365462,0.727831112,0,0,0,0,0,0,0,0,0,0,26.86153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2217,50700,Latvian prisoners,25.86365462,0.727831112,0,0,0,0,0,0,0,0,0,0,26.86153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2081,42089,prisons (stills),25.86365462,0.727831112,0,0,0,0,0,0,0,0,0,0,26.86153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,13438,Wodzislaw (Poland)(generic),25.86365462,0.727831112,0,0,0,0,0,0,0,0,0,0,26.86153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2077,41971,deportation to Auschwitz III-Monowitz (Poland : Concentration Camp),25.86365462,0.727831112,0,0,0,0,0,0,0,0,0,0,26.86153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,16003,1946 documents and artifacts (stills),25.86365462,0.727831112,0,0,0,0,0,0,0,0,0,0,26.86153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
